日期及型号,评论
2025年6月19日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,给表弟买的高考礼物，当时在线下店体验蛮好的，可以实现翻译识物和玩游戏等功能，ar屏幕很大，可以实现多屏操作，亮度很高，在强光环境下也能使用，配套的遮光罩能够有效减少强光的干扰，可调节的度数让近视人群也能轻松体验清晰的ar世界。触屏的主机对于安卓软件的兼容性也很强，理论上可以连接手机的，但是我没时间试，毕竟是给表弟的礼物，期待新款眼镜出来我自己能够体验体验。
2025年6月19日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,观影效果特别好，显示清晰，操作流畅，交互体验太赞了
2025年6月19日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这款AR眼镜太震撼了！画面清晰、沉浸感强，科技感满满，仿佛未来就在眼前！
2025年6月19日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这款AR眼镜的三联屏功能的确很使用，而且屏幕很大很清晰，续航连续用 3 小时电量还剩一半！​出门带着很方便
2025年6月19日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,从产品设计，到三连屏带来的冲击力 从手机快连，到系统软件的适配 相信科技，支持科技
2025年6月19日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,其75克左右的轻盈机身带来无负担佩戴感，智能瞳距调节、0-600度屈光度调节及空气鼻托设计，即使长时间使用也舒适贴合，近视用户无需额外佩戴镜片；显示效果堪称亮点，1920×1080分辨率的索尼Micro OLED屏幕搭配300英寸巨幕模式，120Hz高刷新率与108% sRGB广色域，观影时沉浸感堪比影院，游戏画面流畅无拖影；操控方面，Station 2遥控器设计轻巧顺手，支持触控板和射线操作，接近手机使用习惯，易上手；多场景适用性强，居家观影、通勤娱乐、移动办公（多联屏模式提升效率）均能胜任。总的来说，Rokid AR Lite以轻便、沉浸的体验，展现了AR眼镜在娱乐与轻办公场景的潜力。
2025年6月19日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,首先感谢客服十月，特别周到。 只能说科技生活，巨幕摆在眼前。 同时买了热门的几款试用，最后感觉实用性最强的就是这款了，安装软件很方便。很不错，如果能调散光就更完美了 外观跟普通墨镜差不多大
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏”，很实用，“300多英寸高清巨幕"，很赞，关键内置软件库“支持所有app下载和使用”，
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,出差党的福音！带上这个AR眼镜在飞机上看文档，悬浮桌面比笔记本方便太多，大屏巨幕看剧放松也很爽！
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很不错，本来想买黑色呢，买啦银色也不错，基本看不出来颜色
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,我的要求其实很简单，不用配眼镜儿，走路也能看，带点儿防抖 ，没事儿的时候接上蓝牙键盘还能敲俩字儿，当然还有外表。综合这些因素，就直接下单了。 总体来说和预期的几乎一样。
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,真是太实用了，免去了上班没有大的显示器用的烦恼！连接电脑打游戏和看电影真是爽！和电影院的效果有的一拼！发货也快！三个屏幕用着就是方便快捷！一点也不模糊！高清效果杠杠滴！必须好评！
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,终于体验了AR眼镜，确实比平板电脑香，很值，孩子大人都喜欢玩，很有乐趣
2025年6月20日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这个很好玩，和以前的VR很像，但是可以看到周围。三联屏，很实用。看电影画质也很棒，而且是300多英寸高清巨幕。我还以为适配度不高，但是用下来发现适配度超级高，并且支持所有app下载和使用！高科技真棒。之后有新品，到时候也要入手玩玩！
2025年6月20日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏很好用，画面清晰，很棒的产品！
2025年6月20日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,五星好评！！今年同类产品多，选了很久的型，这个真的是办公娱乐两不误，而且近视人群太友好了，我都差点以为自己不近视了。对比同类产品，我觉得三屏同开已经够用了，眼镜显示效果很好，声音外漏情况也不错，正常看片，旁边的人听不到一点。还不耽误正常交流对话。处理一些比较私密的文档，也不怕人家看到。给两个同事试用，立马都被种草�！
2025年6月20日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,体验非常良好，也是享受高科技产品喽，期待另一款产品的发布啦！
2025年6月20日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,投三屏的功能特别实用，相当于三个显示器， 头部转哪显示那块屏幕，显示效果非常清晰， 出差的时候一上火车飞机，已经条件反射性地拿出笔记本电脑连好耳机准备码字了。
2025年6月21日 · 【88vip再减400元】【AR lite眼镜银色+主机套装】空间电脑随身携带,体验还不错，看电影，玩游戏真爽
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,前面买的老款，影音体验挺好的，但我希望兼备一些办公场景，因此退掉重新加价购买的这款。三联屏确实挺爽，能解决一些轻办公场景的需求。新的Station交互方式也比老款的交互方式更符合人体工学，且两种交互方式可以任意切换，这一点比前代的单按键交互要方便很多。App支持也更加全面。但也存在诸多不足之处，发热量偏大导致散热风扇一直处于运行状态，连带让机身自带电池续航能力大打折扣，好在自带有边充边玩的功能能一定程度缓解续航焦虑。网络连接偶尔会有卡顿，高通骁龙的芯片有自带的5G模块，机器本身却没有插sim卡功能，会让移动办公的场景受限。也没有内存卡扩容功能，128G的机身内存在某些情况下会显得捉襟见肘。
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,外观科技风很足，数据很流畅跟之前的产品完全不一样，太方便了随时随地可以玩
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,整体体验很好，画面清晰，性价比高值得入手
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,试用了，还可以，轻微有点重！其他的没毛病！
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,货比三家 独立系统 三连屏 大巨幕 重量超轻 佩戴无感 科技满满  yyds
2025年6月21日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,还可以，使用频率不是很高，偶尔用一下！
2025年6月21日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,使用了一天，观影感觉还是不错的，对于高铁飞机在外相对来说要事先做好离线下载，晚上躺床上还是比较解压的，游戏方面希望能多出点
2025年6月21日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,刚刚入手Rokid Max 2智能眼镜，简单说一下在设计、功能和使用感受 设计：轻便的钛合金框架和舒适的佩戴体验，适合长时间使用。 光学与显示：birdbath光学方案提供50度视场角和1200P分辨率，显示效果细腻。微近视支持0 - 600度近视调节，适合近视用户。 操作便捷性：通过触摸屏和语音输入，操作简单直观。 内容体验：支持多种格式，提供良好的视觉体验。 续航能力：5000mAh电池，可以边充边用。  总体而言，Rokid Max 2是一款值得考虑的AR眼镜，尤其适合那些注重便携性和舒适性的用户。 最后感谢一下：妮妮，云云，青黛，三位客服详细讲解。
2025年6月21日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,原本抱着试试的心态去买，结果出乎预料的好。对500度近视很友好，然后三联屏和300多寸巨屏看着也很清晰。很多常用app都能下载使用，不错
2025年6月22日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏幕，真的是太好用了，而且屏幕也很清晰
2025年6月22日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,到手用了几天，用AR产品效果还是不错的 ，能调节眼镜度数就很方便，运动模式可以固定屏幕在中间，三屏幕，音效也很不错
2025年6月22日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,对比了好几家选了个最贵的，果然贵有贵的道理，其他家的产品试用了一下，各有各的缺陷，相对来说这款产品功能稳定性，还有生态方面都做得已经很好了！
2025年6月22日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,屏幕很大，加上遮光罩用来看电影沉浸感比较强
2025年6月22日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这个产品我认为是成熟的，显示效果很好，发热控制也不错。非常建议与盒子一起买！我最喜欢这个系统的运动模式。唯一的小遗憾不是来自眼镜，而是眼镜的视频电源链接线，材质是那种类肤材质，似乎不太用的住，未来可能会变粘，如果是编织线会好很多。我测试过，其他的USB C线无法驱动眼镜。另外就是盒子没有TF卡，所有东西都需要自己去网上下载。
2025年6月22日 · 银色版【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很小巧，收纳包保存很方便。 自带屈光度调节，对近视友好，也能调节瞳距，观影体验非常好。
2025年6月22日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,rokid眼镜让人感受到科技的力量，便携式300寸超大高清巨幕，主机支持所有app下载，还能多屏幕同时展开，真的是便携又实用，技术力max。
2025年6月22日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,今天刚刚收到货品，就迫不及待的试用了一下。总体评价是做工精致，体积轻巧、便于携带和佩戴，按键紧凑便于操作，注重人体工程学设计，佩戴起来不会像一些普通眼镜那样让人觉得不适，个人觉得是源于鼻托设计的好，保证了眼镜有稳定的支点，让人在使用过程中非常的松弛，不会导致肌肉紧张。使用过程中第一个感觉是震撼，为国人能做出如此高科技的产品而骄傲。首先是界面，非常友好，既包罗万象又结构紧凑和简洁，对于第一次接触这个产品的人，看一遍新手指南就能上手，接着在熊猫的引导下完成2个任务，那么软、硬件的使用就不存在障碍了，这是很多科技产品欠缺的地方，特别是老外的一些产品，让你还没学会就有点失去兴趣了，这点值得称赞。其次就是应用程序种类丰富，常用的办公、娱乐、交流用的app全部都有，完全能够满足日常使用的需要，对于一款新产品实属难能可贵，也说明了这个产品在设计之初就从用户使用的角度出发，同步建立了产品的生态圈，相信随着产品越来越成熟，会有更多的开发者上线更多好的应用。
2025年6月22日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很好很快！办公室午休时用一下！内容和应用希望能更丰富
2025年6月22日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,明显比一代眼镜好用太多了，虽然不像宣传视频一样在透明的空间里飘着个屏幕，还是像一代的墨镜，但是空间感大幅度增加，由于有重力感应后，和PICO差不多的功能却比PICO轻，而且虽然还是和一代一样有被遮挡的地方但是可以通过抬头低头的方式适当调整【虽然还是建议眼镜腿那里出个垫子或者支架】眼镜盒也大多了，一代的很紧凑的把眼镜station和数据线塞进去，二代就能很轻松的装进去，音质来说也比一代强了不少，不戴耳机也完全够用 缺点也还是有，就像一代一样有遮挡区域，在上边中间部分会有个坑一样的遮挡“凹”，散热对着眉心狂吹，不能明白为什么散热不能做成对外？主机的散热风扇声音挺大的，倒是不吵自己，但肯定吵别人，按键比起菜单键我更想他是返回键，下面有一条发光的我总想从下往上推回主界面  图画的很丑，大家理解个意思就行了，这是遮挡情况
2025年6月22日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这块AR眼镜，携带方便一个收纳盒都可以打包带走。空气镜头，久戴不累。给几个近视的同事体验，调节眼镜的度数都可以看清。支持安卓系统软件，微信/QQ/WPS/钉钉/向日葵/todesk等软件都可以轻松运行，连接键盘鼠标就可以轻松应对日常办公所需，出差旅行必备神器。三联屏可以同时运行3个软件，体验感很不错
2025年6月23日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,产品使用感不错，达到预期，三联屏是想要的，高清大屏，支持APP下载，满意
2025年6月23日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,产品真的特别好特别推荐，客服态度也很好比其他店强多了。可以好好享受一下科技带来的乐趣了。
2025年6月23日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,佩戴无明显压迫感，画面分辨率也比较高，就是有些手机不能直接投屏，有点遗憾，主业的跟动功能不是很畅顺，声音也可以的。看视频的话画面很大，有很多功能都在摸索中，总体满意
2025年6月23日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,收到货了，包装很精美，快递很迅速。眼镜使用场景非常多，可以连接我的iPhone，安卓以及游戏机等。眼镜戴久了不会累。再用几周看看。
2025年6月23日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,用了一周 ，很实用，几乎天天都在用，确实比电视和电脑显示器看的过瘾，还能躺床上看，很方便，个人认为是一种新型科技生活方式
2025年6月23日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏聊天看剧两不误，巨幕效果特别好，就像在电影院一样，清晰度特别高
2025年6月23日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,使用效果很棒 之后多用在追加
2025年6月23日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,入手这款AR眼镜太值了！三联屏设计超震撼，300多英寸高清巨幕瞬间拉满沉浸式体验，看电影、玩游戏仿佛置身现场。最惊喜的是能支持全平台app下载使用，适配超广泛。而且客服十月超贴心，耐心解答各种问题，从选购到使用全程贴心服务，体验感直接拉满，强烈推荐！
2025年6月23日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,第一次接触ar眼镜看了很多个牌子最后还是选了这个。 重量适中，显示清晰，操作也蛮舒服的。特别是屈光调节让我一个近视党很舒服。。软件适配也多 以后可以躺着办公看视频了
2025年6月24日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,太满意啦！这款Rokid AR Lite简直是观影娱乐神器！必须给五星好评�����！  它的“三联屏”设计太绝了，视觉效果超震撼，沉浸感拉满，就像把私人影院随身携带！300多英寸的高清巨幕，画面清晰又细腻，看电影、追剧、打游戏都超爽，每一个细节都栩栩如生，体验感直接起飞！而且能支持所有app下载和使用，想看什么、想用什么完全不受限，自由度超高！  另外，特别要夸夸客服夏天！服务特别周到，有问必答，回复超及时，不管是产品咨询还是使用问题，都耐心解答，帮我解决了好多疑惑～国补入手这款AR眼镜真的太值了，已经安利给身边好多朋友！
2025年6月24日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,做工不错 显示清晰 音效生动 巨幕效果 超赞
2025年6月24日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,非常好用，是居家办公和休闲娱乐神器，但是需要慢慢熟悉用法。
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,Rokid AR Lite简直颠覆了我对AR眼镜的认知！最震撼的就是三联屏黑科技，躺着看球赛就像坐在VIP包厢，出差路上秒变移动私人影院！ 全开放安卓系统，所有常用APP都能自由下载，还能边刷抖音边回微信，甚至能玩各种大型游戏，完全就是戴在头上的智能手机+巨幕电视二合一！体验远超万元投影仪。客服还贴心指导了操作技巧，现在用手势划屏比手机还流畅，科技感直接拉满！强烈推荐给想体验未来科技的伙伴们！
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,一款很惊艳的产品，其实是从他们家的光波导眼睛了解到rokid  光波导还没上就先试一下其他的产品总之很感慨科技的进步，近视也很好的体验了这个眼睛没有额外配镜自己的屈光度调节就够了，三联屏和300寸的巨幕很好用短期的出差不用再带厚重的笔记本了，station也能下word。   而且真的很适合休息的时候躺着戴啊��  然后顺便催一下glasses发货谢谢☺️
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏超大，很高清可以躺着看电视了。打开新世界的大门。
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,东西还是不错，就是我适应不太好，用了两天都是带上去15分钟就特别累了，服务态度特别好，最后还是退了。也能调节度数，就是散光不能调节，我一只眼650一只眼600，原厂调节只有一只眼能看清楚，主要是我有散光，不得不定制镜片了。甜蜜点感觉有点偏上，不在画面中间，也不知道是不是我散光的问题，周围有点模糊，就一块是看的清楚的。画面悬停之后像素无法点对点，还是有点锯齿的感觉，看直线比较明显。
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,好用，高大上，儿子爱不释手了
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,收到货试用了一段时间，效果很棒，眼镜近视也可以看的很清楚，体验感太棒了，可以躺在沙发上观看大片了，看的时间长眼镜也没有疲劳感。
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,看了很多广告，一开始还是保持怀疑的，收到后发现真不错，近视度可以自己调节，我正好650左右，看的很清楚，三联屏很高级，看大片300多英寸高清巨幕，还很方便办公，生态很好，支持很多app下载和使用
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,第一次买AR眼镜。对比了多个品牌，最后选择了Rokid lite套装，空间电脑的概念吸引了我。到手以后基本上符合预期。使用感受:操作简单，很容易上手。能三联屏，有300多英寸高清巨幕，画面大小可以拉伸调节，声音空间感不错，手机上可以安装的APP都可以安装。客服有问必答，服务热情，给他点个赞。
2025年6月24日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,非常好用，三联屏轻办公，支持的App对我而言也够用，游戏没体验，但是看电影真心不错。
2025年6月25日 · 【银色】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,有点意思的，显示也比较清楚
2025年6月25日 · 【银色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,中午学习了一中午，最好的射线控制，三连屏，还有许多玩法需要学习。
2025年6月25日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,清晰度是可以的，可以调眼镜度数也很好，只是很有落差。 一，可用的内容不多，只适合看视频或者使用有手柄的游戏比如switch（但是我没连），steamlink不大稳定。 二，受限于可视范围，戴上眼镜要求眼睛向上看才能看到屏幕，时间长新鲜感一过会导致眼睛很累。 三，发热问题，小机器风扇猛吹，眼镜架在鼻子上面的部分也很热，倒不是烫，可是我在空调间里啊。 总的来说感觉，可能在未来会成为很好的产品，但是现在我觉得还是为时尚早。
2025年6月25日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,物流很快，三连屏非常酷，产品做的不错，性能啥的都很高，还在持续挖掘其他功能
2025年6月25日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,货已收到，非常惊艳，很喜欢
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏也太好用了，惊艳到我了 ！
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏比较好，可以多个屏幕操作，买了蓝牙键鼠，出门办公比较方便。
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,使用体验后感觉相较同类产品优势非常明显，画质清晰，不同视力水平的使用者可以根据需求自行调节，3D动画效果*真，三屏联动科技感拉满，安卓生态成熟稳定可兼容支持的APP较多，技术领先，实用感受太棒了�，感觉真心值得入手和推荐。
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,太棒了物流快机器帅，价格美丽
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,好玩爱玩天天玩，躺在床上看电影美滴很
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很酷炫。坐飞机高铁出差，不怕别人窥屏。办公娱乐都OK
2025年6月25日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,首选rokid值得拥有，买过其他品牌 都不如这个品牌好
2025年6月25日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,“支持三联屏”，“300多英寸高清巨幕”，“支持所有app下载和使用”非常好用
2025年6月25日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,产品用起来跟平板电脑差不多，挺顺手的，三连屏功能很酷
2025年6月25日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,发货很快，很不错的体验。
2025年6月25日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,对比过了一下其他品牌的产品，的确不错
2025年6月25日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,科技感满满，屏幕显示非常清晰，三连屏真的好用方便，眼镜也很轻，用来看电影玩游戏都非常nice
2025年6月26日 · 【黑色单眼镜】300多英寸巨幕 1200P高分辨率 0-600°近视调节 家人近视均可共享,这次购买AR眼镜的体验超棒！客服妮妮非常专业，有问必答，回复迅速，帮我解决了很多疑问，必须给个大大的好评！ 使用感很好，客服妮妮服务更是一流。耐心又细致，点赞
2025年6月26日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很不错的商品，科技感满满！！娱乐感拉满！！期待下一个新品~~
2025年6月26日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,抱着试试看的心态买的，买的时候看中的是三联屏的多开操作，视觉效果300多英寸高清巨幕确实铺满的感觉，而且app生态确实做的好，基本用得上的都能下载支持所有app下载使用。实际用了几天下来，感受是娱乐利器，生产力就停留在想象中。每天都会拿出来用用，3d视频效果真的好。不过会有点发热。最庆幸的是买了套装，只买眼镜的话感觉就不完整了。十月的服务也很好的。
2025年6月26日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,科技太发达了，可以在家感受到影院的感觉。 画面清晰，高清300寸实在震撼，爱不释手
2025年6月26日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这款AR眼镜真的绝了！观影时仿佛置身巨幕影院，视觉超震撼；导航功能直接在现实画面标路线，出行再也不迷路。外观时尚，戴着出街回头率拉满。操作简单易上手，老人小孩都能轻松驾驭，科技感直接拉满，性价比超高，入手完全不后悔！
2025年6月27日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,好评！方便生活，实实在在感受到了科技的力量，真正的解放双手。
2025年6月27日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,对比其他品牌还是咱家品牌好
2025年6月27日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,很好很快！戴起来舒服，午休的时候好用！
2025年6月27日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,考虑买AR眼镜体验新科技的可以入手，因为基本都可以试用，就试过很多产品，这家的产品对比其他家的虽然价格高，但是用过就知道区别了。基本跟平板差不多，三联屏很实用，巨幕很清晰沉浸感十足，期待后面的新品
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,AR眼镜体验感很好，能清晰地看到增强后的画面，非常实用。
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,AR眼镜很快就收到啦！拆开使用之后感觉屏幕清晰，非常好用，值得购买哦！
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,三联屏很惊艳，看视频爽歪歪
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,儿子很喜欢，视频很流畅体验感很不错
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,可以，弟弟很喜欢，科技的力量�国货之光
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,自己买了一个用着还不错，给好兄弟也送一个，排面直接拉满。
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,送给老公的礼物，很喜欢，客服也很耐心的介绍了功能满分
2025年6月27日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,非常喜欢，发货快，对眼镜体验感很好
2025年6月28日 · 【银色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,AR眼镜的镜片非常薄，透光性好，戴起来既清晰又明亮。客户服务也非常到位，让人购物无忧。
2025年6月28日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,送朋友的 很不错  朋友很喜欢，谢谢10月的推荐
2025年6月28日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,近视友好，巨幕看电影看剧真的不错，就是主机会发烫，续航能力能再提升一些就好了
2025年6月28日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,这款3D眼镜设计尽显高端大气，材质精良，观影效果震撼。十月客服专业贴心，耐心解答，服务细致入微，体验超棒！
2025年6月28日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,东西真不错，推荐购买，小小一副眼镜�，给你大屏体验，随时随地畅玩游戏，无缝切换大屏追剧利器。station2也是超级好用，三联屏模式，游戏工作观影三不误，一心多用，效率神器，墙裂推荐！
2025年6月28日 · 黑色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,买来送人，试了挺好用的，近视散光友好。久戴无不适感。物流也很快
2025年6月29日 · 【银色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,无意间刷到kokid眼镜的介绍视频，立马种**，直接套装购入。连上station后立马体验了一下眼镜，作为近视度数375➕100散光的使用者来说通过屈光调节后非常友好（后续还是会加配适合自己瞳距的镜片使用）。安卓应用也适配很好，在浏览器里下了个app直接连上家里nas，用巨幕开始刷剧。后续再体验一下连接switch2，希望眼镜生态会越来越棒。
2025年6月29日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,客服很好，商品也很满意，希望以后的教程再详细些，比如眼睛度数调节，焦距，我自己都搞不懂自己多少度，焦距多少。还在体验中，准备先办个游戏会员玩。
2025年6月29日 · 【黑色套装】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,试了一早上，集办公摸鱼于一身，也试过可以作为便携显示屏，晚点试试直接上赛车游戏 另外客服妮妮应答速度超快，直接一个秒回，好评
2025年6月29日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,发货非常非常的迅速，包装也是非常非常的不错，希望好用
2025年6月29日 · 银色【88VIP再减409元】三联屏空间巨幕 海量3D高清影视 支持所有安卓应用,首先没想到能这么轻便，其次对于近视人群这么方便，直接调度数就可以了，要是无线的就更好了，目前体验感很好���
